Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,,
-2.934e-05,4.6,10.03,0.0481
-2.933e-05,4.6,10.01,0.0483
-2.932e-05,4.6,10.03,0.0483
-2.931e-05,4.6,10.01,0.0483
-2.930e-05,4.4,10.03,0.0483
-2.929e-05,4.6,10.03,0.0485
-2.928e-05,4.6,10.05,0.0483
-2.927e-05,4.6,10.03,0.0481
-2.926e-05,4.4,10.01,0.0483
-2.925e-05,4.6,10.03,0.0483
-2.924e-05,4.6,10.03,0.0481
-2.923e-05,4.6,10.03,0.0483
-2.922e-05,4.4,10.01,0.0485
-2.921e-05,4.4,10.01,0.0485
-2.920e-05,4.6,10.01,0.0483
-2.919e-05,4.4,10.03,0.0481
-2.918e-05,4.6,10.03,0.0481
-2.917e-05,4.6,10.01,0.0483
-2.916e-05,4.4,10.01,0.0483
-2.915e-05,4.6,10.01,0.0479
-2.914e-05,4.6,10.03,0.0483
-2.913e-05,4.6,10.01,0.0483
-2.912e-05,4.6,10.03,0.0479
-2.911e-05,4.4,10.03,0.0485
-2.910e-05,4.6,10.03,0.0479
-2.909e-05,4.8,10.03,0.0483
-2.908e-05,4.6,10.03,0.0481
-2.907e-05,4.6,10.03,0.0481
-2.906e-05,4.6,10.01,0.0485
-2.905e-05,4.6,10.01,0.0483
-2.904e-05,4.6,10.01,0.0481
-2.903e-05,4.6,10.01,0.0481
-2.902e-05,4.4,10.03,0.0485
-2.901e-05,4.6,10.03,0.0483
-2.900e-05,4.4,10.03,0.0481
-2.899e-05,4.6,10.01,0.0483
-2.898e-05,4.4,10.01,0.0481
-2.897e-05,4.4,10.01,0.0483
-2.896e-05,4.6,10.01,0.0481
-2.895e-05,4.4,10.01,0.0485
-2.894e-05,4.6,10.01,0.0479
-2.893e-05,4.4,10.03,0.0481
-2.892e-05,4.4,10.01,0.0481
-2.891e-05,4.6,10.01,0.0485
-2.890e-05,4.6,10.03,0.0483
-2.889e-05,4.4,10.01,0.0481
-2.888e-05,4.6,10.03,0.0481
-2.887e-05,4.6,10.01,0.0485
-2.886e-05,4.6,10.03,0.0481
-2.885e-05,4.6,10.01,0.0479
-2.884e-05,4.6,10.01,0.0479
-2.883e-05,4.6,9.99,0.0483
-2.882e-05,4.6,10.01,0.0483
-2.881e-05,4.6,10.01,0.0483
-2.880e-05,4.4,10.01,0.0483
-2.879e-05,4.6,10.03,0.0483
-2.878e-05,4.4,10.01,0.0485
-2.877e-05,4.6,10.01,0.0481
-2.876e-05,4.6,10.03,0.0479
-2.875e-05,4.6,10.03,0.0479
-2.874e-05,4.6,10.01,0.0483
-2.873e-05,4.4,10.01,0.0477
-2.872e-05,4.4,9.99,0.0479
-2.871e-05,4.6,10.01,0.0483
-2.870e-05,4.6,10.01,0.0481
-2.869e-05,4.6,10.03,0.0481
-2.868e-05,4.6,10.03,0.0479
-2.867e-05,4.6,10.01,0.0479
-2.866e-05,4.6,10.01,0.0483
-2.865e-05,4.4,10.01,0.0479
-2.864e-05,4.6,10.01,0.0481
-2.863e-05,4.2,10.01,0.0479
-2.862e-05,4.4,9.99,0.0481
-2.861e-05,4.8,10.01,0.0477
-2.860e-05,4.6,10.01,0.0481
-2.859e-05,4.6,10.01,0.0481
-2.858e-05,4.6,10.01,0.0483
-2.857e-05,4.8,10.01,0.0485
-2.856e-05,4.6,10.01,0.0481
-2.855e-05,4.4,9.99,0.0481
-2.854e-05,4.8,9.99,0.0477
-2.853e-05,4.6,10.01,0.0481
-2.852e-05,4.6,10.01,0.0479
-2.851e-05,4.8,10.01,0.0479
-2.850e-05,4.4,10.01,0.0483
-2.849e-05,4.6,9.99,0.0483
-2.848e-05,4.6,10.01,0.0477
-2.847e-05,4.6,10.01,0.0479
-2.846e-05,4.4,9.99,0.0481
-2.845e-05,4.6,10.01,0.0483
-2.844e-05,4.6,9.99,0.0481
-2.843e-05,4.6,9.99,0.0479
-2.842e-05,4.6,10.01,0.0477
-2.841e-05,4.6,10.01,0.0483
-2.840e-05,4.6,9.99,0.0483
-2.839e-05,4.6,9.99,0.0481
-2.838e-05,4.6,10.01,0.0481
-2.837e-05,4.6,10.01,0.0481
-2.836e-05,4.6,9.99,0.0479
-2.835e-05,4.6,10.01,0.0483
-2.834e-05,4.6,10.01,0.0481
-2.833e-05,4.6,9.99,0.0483
-2.832e-05,4.6,9.99,0.0479
-2.831e-05,4.4,9.99,0.0479
-2.830e-05,4.6,9.99,0.0479
-2.829e-05,4.6,10.01,0.0479
-2.828e-05,4.8,9.99,0.0483
-2.827e-05,4.6,10.01,0.0483
-2.826e-05,4.6,10.01,0.0479
-2.825e-05,4.6,9.99,0.0475
-2.824e-05,4.4,9.99,0.0479
-2.823e-05,4.6,9.97,0.0477
-2.822e-05,4.4,10.01,0.0479
-2.821e-05,4.4,9.99,0.0481
-2.820e-05,4.6,10.01,0.0477
-2.819e-05,4.6,9.99,0.0479
-2.818e-05,4.6,9.97,0.0479
-2.817e-05,4.6,9.97,0.0483
-2.816e-05,4.4,9.99,0.0481
-2.815e-05,4.6,10.01,0.0477
-2.814e-05,4.6,9.97,0.0483
-2.813e-05,4.6,9.99,0.0481
-2.812e-05,4.6,10.01,0.0479
-2.811e-05,4.4,9.99,0.0485
-2.810e-05,4.6,10.01,0.0483
-2.809e-05,4.8,10.01,0.0479
-2.808e-05,4.4,10.01,0.0479
-2.807e-05,4.4,10.01,0.0485
-2.806e-05,4.6,10.01,0.0483
-2.805e-05,4.6,9.99,0.0481
-2.804e-05,4.6,10.01,0.0481
-2.803e-05,4.6,10.01,0.0479
-2.802e-05,4.6,9.97,0.0481
-2.801e-05,4.6,10.01,0.0483
-2.800e-05,4.6,10.01,0.0479
-2.799e-05,4.6,9.99,0.0479
-2.798e-05,4.6,9.99,0.0477
-2.797e-05,4.6,9.99,0.0479
-2.796e-05,4.6,9.97,0.0481
-2.795e-05,4.4,9.99,0.0479
-2.794e-05,4.6,9.97,0.0477
-2.793e-05,4.6,10.01,0.0479
-2.792e-05,4.2,9.97,0.0479
-2.791e-05,4.6,9.99,0.0481
-2.790e-05,4.6,9.99,0.0479
-2.789e-05,4.6,9.99,0.0479
-2.788e-05,4.6,9.97,0.0481
-2.787e-05,4.6,9.97,0.0479
-2.786e-05,4.6,9.99,0.0483
-2.785e-05,4.6,9.99,0.0479
-2.784e-05,4.6,10.01,0.0483
-2.783e-05,4.6,9.99,0.0481
-2.782e-05,4.6,9.97,0.0479
-2.781e-05,4.8,10.01,0.0481
-2.780e-05,4.4,9.99,0.0475
-2.779e-05,4.6,9.99,0.0481
-2.778e-05,4.8,9.99,0.0477
-2.777e-05,4.6,9.97,0.0479
-2.776e-05,4.6,9.97,0.0479
-2.775e-05,4.6,9.97,0.0481
-2.774e-05,4.6,9.97,0.0477
-2.773e-05,4.6,10.01,0.0479
-2.772e-05,4.6,9.97,0.0479
-2.771e-05,4.6,9.97,0.0477
-2.770e-05,4.8,9.97,0.0481
-2.769e-05,4.6,9.97,0.0481
-2.768e-05,4.6,9.97,0.0479
-2.767e-05,4.6,9.99,0.0479
-2.766e-05,4.6,9.97,0.0479
-2.765e-05,4.8,9.99,0.0479
-2.764e-05,4.6,9.99,0.0477
-2.763e-05,4.8,9.99,0.0481
-2.762e-05,4.6,9.97,0.0477
-2.761e-05,4.6,9.99,0.0479
-2.760e-05,4.6,9.99,0.0481
-2.759e-05,4.8,9.99,0.0479
-2.758e-05,4.6,9.97,0.0481
-2.757e-05,4.6,9.97,0.0479
-2.756e-05,4.6,9.97,0.0479
-2.755e-05,4.6,9.97,0.0479
-2.754e-05,4.6,9.97,0.0481
-2.753e-05,4.6,9.97,0.0479
-2.752e-05,4.6,9.99,0.0481
-2.751e-05,4.8,9.97,0.0479
-2.750e-05,4.6,9.97,0.0477
-2.749e-05,4.8,9.97,0.0483
-2.748e-05,4.6,9.97,0.0479
-2.747e-05,4.6,9.99,0.0481
-2.746e-05,4.6,9.97,0.0479
-2.745e-05,4.6,9.97,0.0479
-2.744e-05,4.6,9.99,0.0479
-2.743e-05,4.8,9.97,0.0481
-2.742e-05,4.6,9.97,0.0479
-2.741e-05,4.6,9.97,0.0473
-2.740e-05,4.4,9.97,0.0477
-2.739e-05,4.6,9.97,0.0479
-2.738e-05,4.6,9.95,0.0479
-2.737e-05,4.6,9.97,0.0479
-2.736e-05,4.6,9.97,0.0483
-2.735e-05,4.4,9.97,0.0483
-2.734e-05,4.6,9.97,0.0479
-2.733e-05,4.6,9.97,0.0479
-2.732e-05,4.6,9.97,0.0477
-2.731e-05,4.6,9.97,0.0479
-2.730e-05,4.6,9.97,0.0481
-2.729e-05,4.6,9.95,0.0483
-2.728e-05,4.6,9.95,0.0479
-2.727e-05,4.4,9.97,0.0481
-2.726e-05,4.4,9.95,0.0479
-2.725e-05,4.6,9.97,0.0479
-2.724e-05,4.6,9.97,0.0481
-2.723e-05,4.6,9.95,0.0477
-2.722e-05,4.6,9.95,0.0475
-2.721e-05,4.6,9.97,0.0481
-2.720e-05,4.6,9.95,0.0479
-2.719e-05,4.6,9.97,0.0479
-2.718e-05,4.4,9.97,0.0483
-2.717e-05,4.6,9.95,0.0479
-2.716e-05,4.6,9.99,0.0481
-2.715e-05,4.6,9.95,0.0477
-2.714e-05,4.6,9.95,0.0479
-2.713e-05,4.4,9.97,0.0479
-2.712e-05,4.4,9.97,0.0479
-2.711e-05,4.6,9.95,0.0481
-2.710e-05,4.6,9.97,0.0479
-2.709e-05,4.6,9.97,0.0477
-2.708e-05,4.6,9.95,0.0477
-2.707e-05,4.6,9.97,0.0477
-2.706e-05,4.6,9.97,0.0481
-2.705e-05,4.6,9.97,0.0477
-2.704e-05,4.6,9.97,0.0473
-2.703e-05,4.6,9.95,0.0481
-2.702e-05,4.6,9.97,0.0477
-2.701e-05,4.6,9.93,0.0479
-2.700e-05,4.4,9.97,0.0477
-2.699e-05,4.6,9.95,0.0479
-2.698e-05,4.6,9.95,0.0477
-2.697e-05,4.6,9.97,0.0477
-2.696e-05,4.6,9.95,0.0479
-2.695e-05,4.4,9.97,0.0481
-2.694e-05,4.6,9.97,0.0479
-2.693e-05,4.6,9.93,0.0477
-2.692e-05,4.6,9.97,0.0479
-2.691e-05,4.6,9.95,0.0479
-2.690e-05,4.6,9.95,0.0477
-2.689e-05,4.4,9.97,0.0479
-2.688e-05,4.6,9.97,0.0481
-2.687e-05,4.6,9.95,0.0473
-2.686e-05,4.6,9.95,0.0479
-2.685e-05,4.6,9.95,0.0477
-2.684e-05,4.6,9.95,0.0479
-2.683e-05,4.6,9.95,0.0477
-2.682e-05,4.4,9.95,0.0479
-2.681e-05,4.4,9.95,0.0477
-2.680e-05,4.6,9.93,0.0479
-2.679e-05,4.6,9.97,0.0485
-2.678e-05,4.6,9.97,0.0479
-2.677e-05,4.6,9.93,0.0477
-2.676e-05,4.6,9.95,0.0477
-2.675e-05,4.6,9.95,0.0477
-2.674e-05,4.4,9.95,0.0477
-2.673e-05,4.8,9.93,0.0477
-2.672e-05,4.6,9.97,0.0479
-2.671e-05,4.6,9.93,0.0479
-2.670e-05,4.6,9.95,0.0481
-2.669e-05,4.4,9.95,0.0481
-2.668e-05,4.6,9.93,0.0473
-2.667e-05,4.6,9.93,0.0477
-2.666e-05,4.6,9.95,0.0477
-2.665e-05,4.8,9.97,0.0477
-2.664e-05,4.6,9.93,0.0479
-2.663e-05,4.4,9.95,0.0477
-2.662e-05,4.4,9.95,0.0479
-2.661e-05,4.4,9.95,0.0481
-2.660e-05,4.6,9.95,0.0481
-2.659e-05,4.6,9.93,0.0481
-2.658e-05,4.8,9.95,0.0481
-2.657e-05,4.4,9.93,0.0481
-2.656e-05,4.8,9.93,0.0481
-2.655e-05,4.6,9.95,0.0477
-2.654e-05,4.6,9.95,0.0477
-2.653e-05,4.6,9.93,0.0479
-2.652e-05,4.6,9.95,0.0481
-2.651e-05,4.6,9.93,0.0483
-2.650e-05,4.6,9.95,0.0475
-2.649e-05,4.6,9.93,0.0479
-2.648e-05,4.4,9.93,0.0479
-2.647e-05,4.4,9.97,0.0483
-2.646e-05,4.6,9.95,0.0479
-2.645e-05,4.6,9.93,0.0477
-2.644e-05,4.6,9.93,0.0477
-2.643e-05,4.4,9.93,0.0479
-2.642e-05,4.6,9.93,0.0475
-2.641e-05,4.8,9.93,0.0475
-2.640e-05,4.6,9.99,0.0475
-2.639e-05,4.6,9.95,0.0475
-2.638e-05,4.6,9.95,0.0479
-2.637e-05,4.8,9.93,0.0479
-2.636e-05,4.6,9.95,0.0481
-2.635e-05,4.8,9.95,0.0475
-2.634e-05,4.6,9.93,0.0473
-2.633e-05,4.4,9.93,0.0479
-2.632e-05,4.6,9.93,0.0481
-2.631e-05,4.8,9.93,0.0477
-2.630e-05,4.4,9.93,0.0479
-2.629e-05,4.6,9.93,0.0479
-2.628e-05,4.8,9.93,0.0479
-2.627e-05,4.6,9.93,0.0479
-2.626e-05,4.6,9.93,0.0477
-2.625e-05,4.6,9.95,0.0475
-2.624e-05,4.6,9.93,0.0475
-2.623e-05,4.6,9.93,0.0479
-2.622e-05,4.6,9.93,0.0477
-2.621e-05,4.4,9.95,0.0479
-2.620e-05,4.6,9.93,0.0477
-2.619e-05,4.6,9.95,0.0475
-2.618e-05,4.8,9.93,0.0475
-2.617e-05,4.6,9.93,0.0475
-2.616e-05,4.6,9.93,0.0479
-2.615e-05,4.6,9.93,0.0479
-2.614e-05,4.6,9.93,0.0475
-2.613e-05,4.4,9.93,0.0475
-2.612e-05,4.6,9.95,0.0477
-2.611e-05,4.6,9.91,0.0479
-2.610e-05,4.6,9.95,0.0479
-2.609e-05,4.8,9.93,0.0475
-2.608e-05,4.8,9.93,0.0477
-2.607e-05,4.6,9.91,0.0477
-2.606e-05,4.6,9.93,0.0475
-2.605e-05,4.6,9.95,0.0475
-2.604e-05,4.6,9.93,0.0473
-2.603e-05,4.6,9.93,0.0481
-2.602e-05,4.6,9.93,0.0473
-2.601e-05,4.6,9.93,0.0477
-2.600e-05,4.4,9.93,0.0479
-2.599e-05,4.6,9.93,0.0477
-2.598e-05,4.6,9.93,0.0477
-2.597e-05,4.6,9.93,0.0479
-2.596e-05,4.6,9.91,0.0477
-2.595e-05,4.6,9.93,0.0481
-2.594e-05,4.4,9.91,0.0477
-2.593e-05,4.6,9.91,0.0479
-2.592e-05,4.6,9.91,0.0477
-2.591e-05,4.6,9.93,0.0477
-2.590e-05,4.6,9.93,0.0473
-2.589e-05,4.6,9.91,0.0477
-2.588e-05,4.8,9.93,0.0475
-2.587e-05,4.6,9.93,0.0479
-2.586e-05,4.6,9.93,0.0475
-2.585e-05,4.6,9.93,0.0473
-2.584e-05,4.4,9.93,0.0473
-2.583e-05,4.4,9.93,0.0471
-2.582e-05,4.6,9.93,0.0481
-2.581e-05,4.6,9.91,0.0473
-2.580e-05,4.6,9.95,0.0475
-2.579e-05,4.6,9.93,0.0477
-2.578e-05,4.4,9.91,0.0475
-2.577e-05,4.6,9.95,0.0475
-2.576e-05,4.6,9.91,0.0475
-2.575e-05,4.6,9.93,0.0475
-2.574e-05,4.6,9.91,0.0479
-2.573e-05,4.6,9.93,0.0477
-2.572e-05,4.6,9.93,0.0475
-2.571e-05,4.6,9.93,0.0479
-2.570e-05,4.6,9.91,0.0477
-2.569e-05,4.4,9.91,0.0479
-2.568e-05,4.4,9.93,0.0473
-2.567e-05,4.6,9.91,0.0477
-2.566e-05,4.6,9.91,0.0479
-2.565e-05,4.6,9.93,0.0477
-2.564e-05,4.8,9.91,0.0475
-2.563e-05,4.6,9.91,0.0477
-2.562e-05,4.6,9.93,0.0477
-2.561e-05,4.8,9.91,0.0479
-2.560e-05,4.6,9.91,0.0479
-2.559e-05,4.6,9.91,0.0477
-2.558e-05,4.6,9.93,0.0483
-2.557e-05,4.6,9.93,0.0477
-2.556e-05,4.8,9.91,0.0473
-2.555e-05,4.4,9.91,0.0475
-2.554e-05,4.4,9.93,0.0479
-2.553e-05,4.6,9.91,0.0477
-2.552e-05,4.6,9.93,0.0475
-2.551e-05,4.8,9.91,0.0475
-2.550e-05,4.6,9.93,0.0477
-2.549e-05,4.6,9.93,0.0481
-2.548e-05,4.4,9.91,0.0477
-2.547e-05,4.6,9.89,0.0479
-2.546e-05,4.6,9.93,0.0475
-2.545e-05,4.6,9.91,0.0477
-2.544e-05,4.6,9.89,0.0473
-2.543e-05,4.4,9.93,0.0479
-2.542e-05,4.6,9.91,0.0479
-2.541e-05,4.6,9.91,0.0477
-2.540e-05,4.6,9.91,0.0475
-2.539e-05,4.4,9.91,0.0475
-2.538e-05,4.4,9.91,0.0479
-2.537e-05,4.6,9.93,0.0479
-2.536e-05,4.6,9.89,0.0475
-2.535e-05,4.6,9.91,0.0477
-2.534e-05,4.4,9.91,0.0475
-2.533e-05,4.4,9.91,0.0477
-2.532e-05,4.8,9.93,0.0473
-2.531e-05,4.6,9.91,0.0479
-2.530e-05,4.6,9.91,0.0475
-2.529e-05,4.6,9.91,0.0477
-2.528e-05,4.6,9.93,0.0477
-2.527e-05,4.8,9.89,0.0479
-2.526e-05,4.6,9.91,0.0481
-2.525e-05,4.6,9.91,0.0479
-2.524e-05,4.8,9.91,0.0479
-2.523e-05,4.6,9.91,0.0477
-2.522e-05,4.8,9.91,0.0475
-2.521e-05,4.6,9.89,0.0477
-2.520e-05,4.8,9.91,0.0475
-2.519e-05,4.6,9.91,0.0475
-2.518e-05,4.6,9.89,0.0477
-2.517e-05,4.6,9.91,0.0481
-2.516e-05,4.6,9.89,0.0475
-2.515e-05,4.6,9.91,0.0477
-2.514e-05,4.4,9.91,0.0475
-2.513e-05,4.6,9.89,0.0473
-2.512e-05,4.6,9.89,0.0475
-2.511e-05,4.6,9.91,0.0475
-2.510e-05,4.6,9.89,0.0477
-2.509e-05,4.8,9.91,0.0477
-2.508e-05,4.6,9.89,0.0473
-2.507e-05,4.4,9.89,0.0473
-2.506e-05,4.6,9.91,0.0471
-2.505e-05,3.4,9.89,0.0475
-2.504e-05,2.6,9.89,0.0475
-2.503e-05,3.2,9.93,0.0473
-2.502e-05,3.6,9.93,0.0477
-2.501e-05,3.8,9.95,0.0473
-2.500e-05,3.6,9.91,0.0473
-2.499e-05,3.4,9.91,0.0469
-2.498e-05,3.4,9.95,0.0475
-2.497e-05,3.2,9.99,0.0483
-2.496e-05,3.2,10.07,0.0483
-2.495e-05,3.2,10.21,0.0485
-2.494e-05,3.2,10.15,0.0481
-2.493e-05,2.8,10.09,0.0491
-2.492e-05,2.8,10.21,0.0481
-2.491e-05,2.2,9.99,0.0487
-2.490e-05,1.2,10.03,0.0491
-2.489e-05,0,10.31,0.0503
-2.488e-05,-0.8,10.23,0.0507
-2.487e-05,-0.4,10.19,0.0503
-2.486e-05,-0.2,10.11,0.0477
-2.485e-05,-0.2,10.11,0.0469
-2.484e-05,-0.8,10.11,0.0477
-2.483e-05,-1.6,10.07,0.0497
-2.482e-05,-2.2,10.09,0.0499
-2.481e-05,-2,10.11,0.0489
-2.480e-05,-1.2,10.07,0.0475
-2.479e-05,-1,9.87,0.0473
-2.478e-05,-1,9.81,0.0469
-2.477e-05,-1.2,9.83,0.0473
-2.476e-05,-1,9.91,0.0479
-2.475e-05,-1.2,9.91,0.0483
-2.474e-05,-0.8,9.87,0.0477
-2.473e-05,-0.4,9.85,0.0469
-2.472e-05,0.2,9.87,0.0469
-2.471e-05,0.6,9.81,0.0469
-2.470e-05,0.4,9.83,0.0475
-2.469e-05,0.2,9.85,0.0479
-2.468e-05,0.2,9.91,0.0475
-2.467e-05,0.8,9.91,0.0475
-2.466e-05,1.6,9.87,0.0475
-2.465e-05,1.8,9.85,0.0475
-2.464e-05,2.2,9.91,0.0471
-2.463e-05,2,9.93,0.0475
-2.462e-05,1.6,9.93,0.0479
-2.461e-05,1.6,9.97,0.0479
-2.460e-05,2,10.01,0.0479
-2.459e-05,2,10.03,0.0477
-2.458e-05,1.8,9.99,0.0481
-2.457e-05,1.6,9.97,0.0483
-2.456e-05,1.6,10.05,0.0481
-2.455e-05,1.2,10.09,0.0483
-2.454e-05,1.2,10.09,0.0485
-2.453e-05,0.8,10.09,0.0491
-2.452e-05,0.8,10.09,0.0487
-2.451e-05,0.4,10.07,0.0481
-2.450e-05,0.4,10.05,0.0483
-2.449e-05,0.2,10.05,0.0485
-2.448e-05,0,10.07,0.0485
-2.447e-05,-0.4,10.05,0.0487
-2.446e-05,-0.2,10.05,0.0479
-2.445e-05,-0.4,10.03,0.0483
-2.444e-05,-0.4,10.01,0.0485
-2.443e-05,-0.2,9.99,0.0481
-2.442e-05,-0.2,9.97,0.0479
-2.441e-05,-0.2,9.97,0.0481
-2.440e-05,0,9.95,0.0481
-2.439e-05,-0.2,9.95,0.0475
-2.438e-05,0,9.95,0.0477
-2.437e-05,0,9.91,0.0479
-2.436e-05,0.2,9.93,0.0475
-2.435e-05,0.4,9.93,0.0477
-2.434e-05,0.4,9.91,0.0473
-2.433e-05,0.4,9.95,0.0481
-2.432e-05,0.8,9.93,0.0475
-2.431e-05,0.8,9.93,0.0479
-2.430e-05,0.8,9.97,0.0477
-2.429e-05,1,9.95,0.0475
-2.428e-05,1.2,9.97,0.0473
-2.427e-05,1,9.95,0.0479
-2.426e-05,1.2,9.97,0.0477
-2.425e-05,1.2,10.01,0.0481
-2.424e-05,1.2,10.03,0.0481
-2.423e-05,1,10.01,0.0485
-2.422e-05,1.2,10.05,0.0479
-2.421e-05,1,10.03,0.0481
-2.420e-05,1,10.03,0.0483
-2.419e-05,0.6,10.05,0.0483
-2.418e-05,1,10.09,0.0485
-2.417e-05,0.6,10.05,0.0485
-2.416e-05,0.4,10.07,0.0479
-2.415e-05,0.6,10.05,0.0485
-2.414e-05,0.2,10.05,0.0485
-2.413e-05,0.2,10.03,0.0479
-2.412e-05,0.2,10.03,0.0481
-2.411e-05,0.4,10.07,0.0483
-2.410e-05,0,10.03,0.0485
-2.409e-05,0.2,10.03,0.0479
-2.408e-05,0.4,10.03,0.0485
-2.407e-05,0,10.01,0.0483
-2.406e-05,0.2,10.01,0.0483
-2.405e-05,0.2,10.01,0.0483
-2.404e-05,0.4,9.99,0.0485
-2.403e-05,0.2,9.99,0.0477
-2.402e-05,0.2,9.99,0.0481
-2.401e-05,0.4,9.99,0.0477
-2.400e-05,0.4,9.99,0.0481
-2.399e-05,0.6,9.99,0.0483
-2.398e-05,0.6,9.99,0.0483
-2.397e-05,0.6,9.99,0.0483
-2.396e-05,0.6,9.99,0.0481
-2.395e-05,0.8,10.01,0.0481
-2.394e-05,1,10.01,0.0485
-2.393e-05,0.8,10.01,0.0481
-2.392e-05,0.6,10.01,0.0479
-2.391e-05,0.8,10.03,0.0481
-2.390e-05,0.8,10.03,0.0479
-2.389e-05,0.8,10.03,0.0481
-2.388e-05,0.6,10.03,0.0483
-2.387e-05,0.6,10.05,0.0487
-2.386e-05,0.6,10.07,0.0481
-2.385e-05,0.6,10.07,0.0487
-2.384e-05,0.6,10.07,0.0483
-2.383e-05,0.6,10.05,0.0489
-2.382e-05,0.4,10.07,0.0483
-2.381e-05,0.4,10.07,0.0487
-2.380e-05,0.4,10.05,0.0485
-2.379e-05,0.2,10.05,0.0483
-2.378e-05,0.2,10.05,0.0483
-2.377e-05,0.4,10.05,0.0487
-2.376e-05,0.2,10.05,0.0483
-2.375e-05,0.4,10.05,0.0483
-2.374e-05,0.4,10.05,0.0485
-2.373e-05,0.4,10.03,0.0485
-2.372e-05,0.6,10.03,0.0485
-2.371e-05,0.4,10.05,0.0481
-2.370e-05,0.4,10.05,0.0487
-2.369e-05,0.4,10.01,0.0479
-2.368e-05,0.4,10.03,0.0481
-2.367e-05,0.6,10.03,0.0479
-2.366e-05,0.6,10.01,0.0483
-2.365e-05,0.4,10.03,0.0483
-2.364e-05,0.6,10.03,0.0485
-2.363e-05,0.4,10.05,0.0483
-2.362e-05,0.6,10.03,0.0481
-2.361e-05,0.6,10.05,0.0479
-2.360e-05,0.8,10.01,0.0487
-2.359e-05,0.6,10.05,0.0483
-2.358e-05,0.8,10.05,0.0483
-2.357e-05,0.6,10.05,0.0483
-2.356e-05,0.6,10.05,0.0483
-2.355e-05,0.4,10.07,0.0487
-2.354e-05,0.8,10.07,0.0485
-2.353e-05,0.4,10.05,0.0487
-2.352e-05,0.4,10.07,0.0483
-2.351e-05,0.6,10.07,0.0487
-2.350e-05,0.6,10.07,0.0483
-2.349e-05,0.6,10.05,0.0485
-2.348e-05,0.6,10.07,0.0483
-2.347e-05,0.8,10.09,0.0483
-2.346e-05,0.6,10.07,0.0487
-2.345e-05,0.6,10.05,0.0485
-2.344e-05,0.6,10.07,0.0485
-2.343e-05,0.6,10.05,0.0481
-2.342e-05,0.4,10.07,0.0485
-2.341e-05,0.4,10.05,0.0487
-2.340e-05,0.6,10.07,0.0485
-2.339e-05,0.2,10.09,0.0479
-2.338e-05,0.4,10.09,0.0485
-2.337e-05,0.4,10.05,0.0485
-2.336e-05,0.4,10.07,0.0485
-2.335e-05,0.2,10.07,0.0485
-2.334e-05,0.4,10.03,0.0483
-2.333e-05,0.4,10.05,0.0483
-2.332e-05,0.6,10.07,0.0483
-2.331e-05,0.4,10.07,0.0483
-2.330e-05,0.6,10.09,0.0483
-2.329e-05,0.6,10.05,0.0481
-2.328e-05,0.6,10.07,0.0485
-2.327e-05,0.2,10.07,0.0487
-2.326e-05,0.6,10.09,0.0483
-2.325e-05,0.4,10.07,0.0483
-2.324e-05,0.6,10.05,0.0479
-2.323e-05,0.4,10.05,0.0485
-2.322e-05,0.4,10.07,0.0483
-2.321e-05,0.4,10.09,0.0487
-2.320e-05,0.4,10.09,0.0483
-2.319e-05,0.6,10.07,0.0485
-2.318e-05,0.6,10.05,0.0485
-2.317e-05,0.6,10.09,0.0485
-2.316e-05,0.6,10.09,0.0485
-2.315e-05,0.6,10.09,0.0483
-2.314e-05,0.4,10.09,0.0487
-2.313e-05,0.4,10.13,0.0483
-2.312e-05,0.4,10.09,0.0487
-2.311e-05,0.6,10.09,0.0483
-2.310e-05,0.4,10.11,0.0481
-2.309e-05,0.4,10.11,0.0485
-2.308e-05,0.4,10.09,0.0485
-2.307e-05,0.4,10.09,0.0487
-2.306e-05,0.4,10.09,0.0487
-2.305e-05,0.4,10.09,0.0487
-2.304e-05,0.4,10.09,0.0487
-2.303e-05,0.4,10.09,0.0483
-2.302e-05,0.4,10.07,0.0487
-2.301e-05,0.4,10.09,0.0485
-2.300e-05,0.6,10.09,0.0487
-2.299e-05,0.4,10.09,0.0485
-2.298e-05,0.6,10.11,0.0483
-2.297e-05,0.4,10.09,0.0489
-2.296e-05,0.4,10.07,0.0485
-2.295e-05,0.6,10.09,0.0487
-2.294e-05,0.4,10.07,0.0489
-2.293e-05,0.6,10.11,0.0485
-2.292e-05,0.6,10.11,0.0483
-2.291e-05,0.4,10.09,0.0479
-2.290e-05,0.6,10.11,0.0485
-2.289e-05,0.4,10.09,0.0483
-2.288e-05,0.6,10.09,0.0487
-2.287e-05,0.6,10.11,0.0487
-2.286e-05,0.4,10.11,0.0483
-2.285e-05,0.6,10.11,0.0485
-2.284e-05,0.4,10.09,0.0487
-2.283e-05,0.6,10.11,0.0487
-2.282e-05,0.4,10.11,0.0487
-2.281e-05,0.6,10.13,0.0489
-2.280e-05,0.4,10.13,0.0489
-2.279e-05,0.6,10.11,0.0491
-2.278e-05,0.4,10.11,0.0485
-2.277e-05,0.4,10.09,0.0485
-2.276e-05,0.6,10.11,0.0487
-2.275e-05,0.8,10.11,0.0489
-2.274e-05,0.6,10.13,0.0483
-2.273e-05,0.4,10.11,0.0489
-2.272e-05,0.6,10.13,0.0485
-2.271e-05,0.4,10.11,0.0489
-2.270e-05,0.4,10.13,0.0483
